"U_UCZELNIA_ID";"U_NAZWA_UCZELNI";"U_QS_CONTINUATION_RATE_1819";"U_QS_CONTINUATION_RATE_1920";"U_QS_CONTINUATION_RATE_2021";"U_QS_CONTINUATION_RATE_2122";"U_QS_N_ABS_1ST_1819";"U_QS_N_ABS_2ST_1819";"U_QS_N_ABS_JMGR_1819";"U_QS_N_ABS_DR_1819";"U_QS_N_PRACA_1ST_1819";"U_QS_N_PRACA_2ST_1819";"U_QS_N_PRACA_JMGR_1819";"U_QS_N_PRACA_DR_1819";"U_QS_N_BEZR_1ST_1819";"U_QS_N_BEZR_2ST_1819";"U_QS_N_BEZR_JMGR_1819";"U_QS_N_BEZR_DR_1819";"U_QS_N_STUD_1ST_1819";"U_QS_N_STUD_2ST_1819";"U_QS_N_STUD_JMGR_1819";"U_QS_N_STUD_DR_1819";"U_QS_N_UNABLE_1ST_1819";"U_QS_N_UNABLE_2ST_1819";"U_QS_N_UNABLE_JMGR_1819";"U_QS_N_UNABLE_DR_1819";"U_QS_N_ABS_1ST_1920";"U_QS_N_ABS_2ST_1920";"U_QS_N_ABS_JMGR_1920";"U_QS_N_ABS_DR_1920";"U_QS_N_PRACA_1ST_1920";"U_QS_N_PRACA_2ST_1920";"U_QS_N_PRACA_JMGR_1920";"U_QS_N_PRACA_DR_1920";"U_QS_N_BEZR_1ST_1920";"U_QS_N_BEZR_2ST_1920";"U_QS_N_BEZR_JMGR_1920";"U_QS_N_BEZR_DR_1920";"U_QS_N_STUD_1ST_1920";"U_QS_N_STUD_2ST_1920";"U_QS_N_STUD_JMGR_1920";"U_QS_N_STUD_DR_1920";"U_QS_N_UNABLE_1ST_1920";"U_QS_N_UNABLE_2ST_1920";"U_QS_N_UNABLE_JMGR_1920";"U_QS_N_UNABLE_DR_1920";"U_QS_N_ABS_1ST_2021";"U_QS_N_ABS_2ST_2021";"U_QS_N_ABS_JMGR_2021";"U_QS_N_ABS_DR_2021";"U_QS_N_PRACA_1ST_2021";"U_QS_N_PRACA_2ST_2021";"U_QS_N_PRACA_JMGR_2021";"U_QS_N_PRACA_DR_2021";"U_QS_N_BEZR_1ST_2021";"U_QS_N_BEZR_2ST_2021";"U_QS_N_BEZR_JMGR_2021";"U_QS_N_BEZR_DR_2021";"U_QS_N_STUD_1ST_2021";"U_QS_N_STUD_2ST_2021";"U_QS_N_STUD_JMGR_2021";"U_QS_N_STUD_DR_2021";"U_QS_N_UNABLE_1ST_2021";"U_QS_N_UNABLE_2ST_2021";"U_QS_N_UNABLE_JMGR_2021";"U_QS_N_UNABLE_DR_2021";"U_QS_N_ABS_1ST_2122";"U_QS_N_ABS_2ST_2122";"U_QS_N_ABS_JMGR_2122";"U_QS_N_ABS_DR_2122";"U_QS_N_PRACA_1ST_2122";"U_QS_N_PRACA_2ST_2122";"U_QS_N_PRACA_JMGR_2122";"U_QS_N_PRACA_DR_2122";"U_QS_N_BEZR_1ST_2122";"U_QS_N_BEZR_2ST_2122";"U_QS_N_BEZR_JMGR_2122";"U_QS_N_BEZR_DR_2122";"U_QS_N_STUD_1ST_2122";"U_QS_N_STUD_2ST_2122";"U_QS_N_STUD_JMGR_2122";"U_QS_N_STUD_DR_2122";"U_QS_N_UNABLE_1ST_2122";"U_QS_N_UNABLE_2ST_2122";"U_QS_N_UNABLE_JMGR_2122";"U_QS_N_UNABLE_DR_2122";"U_QS_STUDENT_ENTREPRENEURSHIPS_1819";"U_QS_STUDENT_ENTREPRENEURSHIPS_1920";"U_QS_STUDENT_ENTREPRENEURSHIPS_2021";"U_QS_STUDENT_ENTREPRENEURSHIPS_2122";"U_QS_ME_SALARY_1ST_1819";"U_QS_ME_SALARY_2ST_1819";"U_QS_ME_SALARY_JMGR_1819";"U_QS_ME_SALARY_DR_1819";"U_QS_ME_SALARY_1ST_1920";"U_QS_ME_SALARY_2ST_1920";"U_QS_ME_SALARY_JMGR_1920";"U_QS_ME_SALARY_DR_1920";"U_QS_ME_SALARY_1ST_2021";"U_QS_ME_SALARY_2ST_2021";"U_QS_ME_SALARY_JMGR_2021";"U_QS_ME_SALARY_DR_2021";"U_QS_ME_SALARY_1ST_2122";"U_QS_ME_SALARY_2ST_2122";"U_QS_ME_SALARY_JMGR_2122";"U_QS_ME_SALARY_DR_2122";"U_GRUP_UNEMPLOYMENT_1ST_1819";"U_GRUP_UNEMPLOYMENT_MGR_1819";"U_GRUP_UNEMPLOYMENT_DR_1819";"U_GRUP_UNEMPLOYMENT_1ST_1920";"U_GRUP_UNEMPLOYMENT_MGR_1920";"U_GRUP_UNEMPLOYMENT_DR_1920";"U_GRUP_UNEMPLOYMENT_1ST_2021";"U_GRUP_UNEMPLOYMENT_MGR_2021";"U_GRUP_UNEMPLOYMENT_DR_2021";"U_GRUP_UNEMPLOYMENT_1ST_2122";"U_GRUP_UNEMPLOYMENT_MGR_2122";"U_GRUP_UNEMPLOYMENT_DR_2122";"U_UMULTI_UNEMPLOYMENT_1ST_1819";"U_UMULTI_UNEMPLOYMENT_2ST_1819";"U_UMULTI_UNEMPLOYMENT_JMGR_1819";"U_UMULTI_UNEMPLOYMENT_1ST_1920";"U_UMULTI_UNEMPLOYMENT_2ST_1920";"U_UMULTI_UNEMPLOYMENT_JMGR_1920";"U_UMULTI_UNEMPLOYMENT_1ST_2021";"U_UMULTI_UNEMPLOYMENT_2ST_2021";"U_UMULTI_UNEMPLOYMENT_JMGR_2021";"U_UMULTI_UNEMPLOYMENT_1ST_2122";"U_UMULTI_UNEMPLOYMENT_2ST_2122";"U_UMULTI_UNEMPLOYMENT_JMGR_2122";"U_UMULTI_REGION_1ST_1819";"U_UMULTI_REGION_2ST_1819";"U_UMULTI_REGION_JMGR_1819";"U_UMULTI_REGION_1ST_1920";"U_UMULTI_REGION_2ST_1920";"U_UMULTI_REGION_JMGR_1920";"U_UMULTI_REGION_1ST_2021";"U_UMULTI_REGION_2ST_2021";"U_UMULTI_REGION_JMGR_2021";"U_UMULTI_REGION_1ST_2122";"U_UMULTI_REGION_2ST_2122";"U_UMULTI_REGION_JMGR_2122";"U_UMULTI_N_18";"U_UMULTI_N_19";"U_UMULTI_N_20";"U_UMULTI_N_21";"U_UMULTI_N_22";"U_UMULTI_NFIRM_20";"U_UMULTI_NFIRM_21";"U_UMULTI_NFIRM_22";"U_UMULTI_NFIRM_23"
3892;"Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu";81,3;86,1;79,4;77,5;477;626;578;20;209;551;461;18;5;10;3;0;248;16;1;0;3;11;7;2;368;658;690;22;181;581;474;21;1;5;0;0;178;22;3;0;1;9;4;0;384;623;763;37;147;544;528;36;1;3;0;0;220;23;7;0;0;7;3;1;408;511;765;30;158;431;544;29;0;9;3;0;229;25;8;0;2;6;3;0;100;154;100;105;2918,41;3420,49;3189,43;6607,62;3460,64;3957,51;4640,98;6802,81;3795,91;4610,76;5064,45;7942,93;4297,19;5533,57;6318,53;7390,53;1,3;1,5;0;1,4;1,6;0;0,3;0,7;0;0;0,9;0;4,7;1,6;0,4;2,8;0,8;0;1,9;0,5;0;0;1,8;0,3;33,8;57,2;55,5;37,2;59,5;47,7;29,7;62,9;46;29,7;58,5;50,8;1637;1713;1730;1800;1650;527;590;577;607
3893;"Pomorski Uniwersytet Medyczny w Szczecinie";76,6;78,3;73,8;77,9;265;315;384;50;125;266;297;44;1;7;1;1;129;6;3;0;4;11;3;4;244;258;330;37;143;227;246;34;3;5;2;0;88;7;2;1;5;6;3;0;225;158;355;42;127;117;261;42;2;2;2;0;87;16;3;0;1;3;2;0;217;229;478;89;96;191;376;84;1;7;0;1;107;10;15;0;0;2;3;1;134;128;92;138;3261,13;3729,96;3068,56;4317,11;4216,91;4778,47;3965,52;5124,12;4506,11;4692,03;4973,28;4984,37;5319,41;5941,77;5680,04;6607,83;0,4;2,6;0;0,4;3,2;0;0;0,8;0;0,5;1,7;1,1;1,7;2,3;0,3;6;2,1;0,6;2;1,5;0,6;2,6;2,8;0;40,8;73;45,1;46,3;75,9;37,9;47,6;65,8;48,2;37,8;71,2;50,8;1029;1002;874;782;1008;424;402;348;390
3894;"Warszawski Uniwersytet Medyczny";77,7;82,9;82,1;85,6;649;622;843;72;330;560;689;67;9;9;2;0;280;14;15;0;3;7;7;5;545;607;971;51;271;531;811;44;3;6;1;0;251;22;8;0;3;11;8;2;577;572;973;52;322;508;822;48;3;6;1;0;236;22;6;0;2;7;4;2;535;564;1049;38;296;482;884;33;2;7;1;0;218;24;14;1;0;7;1;1;169;118;120;130;4367,94;4719,12;3166,01;5987,65;5163,21;4891,95;4324,99;8354,33;4951,83;5560,05;5498,15;7446,24;5730,88;6480,41;6493,09;9449,51;0,8;0,5;0;0,4;1,3;0;0,3;0,5;0;0,4;0,7;0;3,9;1,4;0,3;2,6;0,9;0,1;3,8;1,2;0,1;2,6;1,4;0,1;25,8;52,8;55;24;45,2;56,5;29,6;49,6;55,1;28,6;44;56,6;2178;2188;2156;2177;2188;541;650;605;663
3895;"Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu";77,7;75,4;85,5;82,9;283;306;700;63;144;273;563;58;2;6;4;0;128;6;8;0;2;5;5;2;228;268;664;36;135;233;559;34;2;9;2;0;80;5;10;0;1;3;0;1;227;258;754;47;137;220;596;44;0;2;0;0;87;10;7;0;0;4;8;0;252;156;855;39;154;137;680;37;1;0;4;0;84;7;8;0;3;1;2;0;103;113;100;115;3899,74;4628,3;3143,26;6120,37;4651,88;4770,94;4263,69;6814,83;4714,27;4748,52;5257,95;9803,82;5837,68;6646,22;6498,15;9172,8;0,4;1,1;0;0;1,8;0;0,4;0,1;2,1;0,8;1;0;2;2,1;0,6;4,4;3,6;0,3;0;0,8;0;2;0;0,4;30,7;58,9;49,9;36,8;53,8;51,4;41;51,6;55,8;39,7;63,5;49,7;1217;1352;1196;1289;1308;369;448;430;451
3896;"Akademia Muzyczna im. Feliksa Nowowiejskiego w Bydgoszczy";77,8;72,8;72,7;69,7;90;81;0;1;25;63;0;1;0;3;0;0;63;3;0;0;0;0;0;0;103;62;0;2;36;40;0;2;0;1;0;0;59;11;0;0;0;1;0;0;77;90;0;1;29;60;0;1;0;3;0;0;42;9;0;0;0;0;0;0;99;85;0;1;30;67;0;1;0;0;0;0;59;4;0;0;1;0;0;0;5;8;12;11;1838,97;2721,97;;;2138,08;2873,84;;;2731,87;3231,55;;;3206,76;4577,67;;;0;3,7;;0;8,1;;0;3,3;;0;2,4;;0;4,5;;0;0;;0;1,6;;0;0;;12,2;32,1;;11,7;16,1;;20,8;31,1;;9,1;27,1;;133;174;171;160;186;11;20;22;22
3897;"Akademia Muzyczna im. Stanisława Moniuszki w Gdańsku";78,6;72,9;70,6;72,5;103;100;0;11;34;61;0;10;1;3;0;0;65;5;0;0;0;0;0;0;96;93;0;2;27;53;0;1;0;4;0;0;63;4;0;0;0;2;0;0;126;134;0;13;33;96;0;10;0;4;0;0;78;7;0;1;2;0;0;0;102;88;0;8;20;59;0;6;2;2;0;0;70;3;0;0;0;0;0;0;9;11;8;7;2524,39;3078,97;;3144,48;3080,1;3003,14;;;2680,79;3773,85;;4627,78;3476,59;3771,87;;3902,29;0;3;9,1;1;5,4;;0;3;0;2,9;5,7;0;6,7;3,3;;0;3,7;;0;3,3;;9,5;2,6;;15,5;34;;18,8;33,3;;14,3;35,8;;10,8;37,5;;203;225;193;250;193;29;28;18;19
3898;"Akademia Muzyczna im. Karola Szymanowskiego w Katowicach";69,2;64,6;68;83,2;159;130;0;10;60;99;0;10;1;3;0;0;88;6;0;0;1;0;0;0;189;104;0;8;88;80;0;7;3;4;0;0;88;1;0;0;0;1;0;0;169;135;0;10;73;96;0;8;1;5;0;1;78;6;0;0;0;2;0;0;161;148;0;0;49;106;0;0;2;3;0;0;103;11;0;0;0;0;0;0;24;19;14;10;2632,5;3088,08;;2990,49;2656,91;3631,57;;3107,39;2963;3345,12;;4949,39;3406,58;4196,12;;;0,6;2,3;0;2,1;3,8;0;0;4,4;0;0,6;4,1;;2,4;2,6;;5,5;4,3;;2,2;4,2;;8;2,4;;15,8;40,3;;22,2;41,3;;23,7;37;;18;40,8;;298;310;310;313;290;48;46;42;29
3899;"Akademia Muzyczna w Krakowie";71,2;73,2;70,4;71,4;132;109;0;9;40;70;0;6;0;2;0;0;78;8;0;0;0;1;0;0;127;103;0;13;37;70;0;10;2;1;0;1;76;11;0;0;0;0;0;0;125;130;0;12;43;82;0;8;1;2;0;0;71;7;0;1;1;0;0;0;133;111;0;8;37;67;0;7;1;1;0;0;79;6;0;0;0;0;0;0;8;6;6;9;2346,26;2870,5;;6480,94;2331,9;3037,04;;4051,99;2410,5;3421,86;;4576,3;3417,12;4193,79;;3878,4;0;0;0;1,6;4,9;15,4;2,4;0,8;0;0,8;0;0;0;2,3;;8,7;1,2;;5;1,8;;4,3;1,1;;22,7;40,4;;18,9;40,8;;25,6;40;;17,3;36,9;;274;252;267;253;252;20;21;21;20
3900;"Akademia Muzyczna im. Grażyny i Kiejstuta Bacewiczów w Łodzi";72,7;69,7;64,2;63,3;150;110;0;3;43;85;0;2;3;2;0;0;98;7;0;0;1;0;0;0;165;93;0;2;58;59;0;2;2;6;0;0;90;8;0;0;0;1;0;0;162;117;0;3;62;86;0;2;2;2;0;0;80;5;0;0;1;0;0;0;177;115;0;0;64;84;0;0;0;0;0;0;95;5;0;0;0;1;0;0;11;12;17;14;2349,08;2817,96;;;2693,41;2860,36;;;2393,35;3273,54;;;3308,73;3860,6;;;0,7;2,7;0;1,2;5,4;;1,2;0,9;0;0;0,9;;7,1;2,1;;4,7;7,8;;4,1;1;;0;0;;12;38,5;;13,9;21,5;;13,6;23,9;;12,4;32,2;;266;247;269;279;296;29;31;37;35
3901;"Akademia Muzyczna im. Ignacego Jana Paderewskiego w Poznaniu";66,4;75,2;69,6;66,7;113;119;0;5;41;80;0;4;1;4;0;0;62;7;0;0;1;1;0;0;145;110;0;6;47;76;0;5;1;2;0;0;91;6;0;0;0;0;0;0;125;103;0;5;42;75;0;4;1;0;0;0;72;4;0;0;0;0;0;0;126;131;0;0;46;84;0;0;1;2;0;0;67;10;0;0;1;0;0;0;9;7;7;12;2097,38;3076,94;;4993,41;2558,01;3248,2;;4364,05;2764,1;3399,86;;3326,57;3055,08;4178,34;;;1,8;2,5;0;0;1,8;0;0,8;1,9;0;0,8;2,3;;4;4;;5,6;2,3;;4,5;0;;3,3;1,8;;18,6;32,8;;20;40,9;;20;39,8;;19,8;42,7;;240;232;261;233;256;27;23;25;29
3902;"Akademia Muzyczna im. Karola Lipińskiego we Wrocławiu";73,1;81,3;72,9;72,1;93;67;0;3;26;37;0;2;0;5;0;0;62;10;0;0;0;1;0;0;75;71;0;2;19;46;0;2;0;6;0;0;51;3;0;0;0;0;0;0;96;81;0;0;28;66;0;0;0;2;0;0;62;7;0;0;0;1;0;0;86;90;0;0;29;58;0;0;0;2;0;0;51;10;0;0;0;0;0;0;4;8;14;9;2434,26;3293,36;;5574,41;2081,59;3286,61;;;3069,14;3073,7;;;2841,61;4099,91;;;0;4,5;0;0;7;;0;6,2;;0;2,2;;0;8;;0;7,9;;0;3,2;;0;3;;11,8;26,9;;14,7;39,4;;17,7;44,4;;18,6;36,7;;184;182;159;168;169;15;17;32;35
3903;"Uniwersytet Muzyczny Fryderyka Chopina w Warszawie";66,8;77,4;72,7;81,8;187;314;0;14;56;203;0;10;0;10;0;0;114;12;0;0;2;0;0;0;159;178;0;4;49;96;0;3;2;6;0;0;99;14;0;0;1;3;0;0;172;170;0;10;54;111;0;8;0;2;0;0;104;16;0;0;1;0;0;0;165;178;0;4;54;109;0;3;2;3;0;0;101;20;0;0;0;2;0;0;33;12;26;11;3230,11;3218,1;;4348,25;3370,57;3570,74;;;3497,77;3845,85;;4215,11;3893,47;4263,49;;8104,08;0;2,5;0;2,5;5,1;0;0;1,2;0;0;0,6;0;0;3,6;;7,4;3,9;;0;1,4;;4;1,5;;9,6;30,3;;17;28,1;;16,9;31,8;;17,7;33,1;;319;516;346;344;348;50;60;50;39
3904;"Akademia Sztuk Pięknych w Gdańsku";61;67,7;70,4;71,4;123;91;32;8;36;53;16;8;5;11;5;0;52;2;1;0;0;0;0;0;99;4;3;4;23;3;1;3;3;0;1;0;60;1;0;0;0;0;0;0;108;164;47;2;42;113;32;2;1;6;3;0;55;4;1;0;0;0;0;0;91;84;34;9;26;59;13;7;3;3;1;0;47;2;1;0;0;0;0;0;17;5;31;13;1984,57;2680;1689,23;3439,64;3333,33;;;;3304,84;3419,74;3253,03;;3490;4342,86;3241,8;4105,4;4,1;15,4;0;7,1;0;0;2,8;10,4;;3,3;5,1;11,1;8,5;13,4;16,1;8,8;0;33,3;2,4;3,9;6,8;5,9;3,9;3,1;22;36,7;31,2;16,2;50;0;37;43,9;40,4;19,8;47,6;23,5;253;254;206;224;219;55;49;49;41
3905;"Akademia Sztuk Pięknych im. Jana Matejki w Krakowie";59,3;61,2;61,7;53,8;91;63;90;15;23;43;42;11;4;7;17;1;49;0;3;0;0;0;1;0;80;47;60;5;21;28;31;4;1;3;9;0;42;3;5;0;0;1;0;0;94;94;96;15;26;76;59;14;2;3;5;1;56;2;9;0;0;0;0;0;104;50;73;12;31;36;39;11;2;4;5;0;50;1;2;0;0;1;0;1;28;24;50;26;2117,93;2930,56;2305,01;3685,92;3681,65;2017,13;2800;4322,4;2189,65;3326,28;2846,74;4086,01;3690,24;3552,56;3380,54;5446,82;3,3;16,3;13,3;5;18,7;0;5,3;11,6;0;4,8;8,9;8,3;12,1;11,5;17,6;3,4;7,7;14,8;3,3;3,4;6;0;8,2;6,1;19,8;47,6;34,4;17,5;42,6;35;19,1;50;44,8;19,2;40;38,4;240;250;252;252;251;73;85;89;81
3906;"Akademia Sztuk Pięknych im. Władysława Strzemińskiego w Łodzi";58,9;76,1;53,6;68,1;124;82;29;20;42;55;22;16;5;9;3;0;55;2;1;0;0;0;0;0;109;33;13;9;28;28;6;9;3;2;6;0;67;0;0;0;0;0;0;0;151;74;39;11;62;57;32;8;4;1;2;0;65;0;0;0;1;0;0;0;116;95;48;4;27;63;27;4;4;4;6;0;64;7;1;0;0;1;0;0;18;13;25;28;2035,72;3087,99;3124,24;2842,44;2757,89;2841,86;3676,9;4764,87;2445,18;3396,57;3737,81;5155,66;2811,12;3970,49;3962,5;;1,6;11,7;0;3,7;19,6;11,1;4;11,5;0;4,3;11,9;0;9,4;11,4;10,7;6,5;6,9;41,7;4,3;1,4;5,6;8,9;4,8;13;14,5;29,3;41,4;11;33,3;15,4;19,9;37,8;46,2;11,2;32,6;35,4;265;252;201;283;217;51;48;54;61
3907;"Uniwersytet Artystyczny w Poznaniu";67,6;63,1;71,4;62,2;238;208;0;17;63;137;0;12;11;10;0;1;131;16;0;0;0;1;0;0;252;193;0;5;90;136;0;1;8;9;0;0;121;9;0;2;2;0;0;1;255;168;0;2;85;106;0;1;4;10;0;0;139;17;0;1;0;1;0;0;172;147;6;1;57;106;3;1;3;6;2;0;86;10;1;0;0;1;0;0;30;39;27;24;2367,5;2835,49;;4056,33;2781,26;3165,82;;;2845,27;3500,79;;;3653,51;3805,04;2877,72;;2,9;5,8;5,9;2,4;8,8;0;2;7,7;;0,6;5,3;;12,5;5,5;;5,5;4,2;;5,1;5,9;;3,3;4,8;;15,6;40,9;;21,4;45,3;;22;36,5;;20,3;45,9;33,3;448;459;451;427;324;91;94;102;89
3908;"Akademia Sztuk Pięknych w Warszawie";67,5;76,2;55,1;60,4;114;117;66;4;28;69;33;4;2;12;7;0;68;5;4;0;0;2;3;0;101;119;50;5;24;81;24;4;1;9;5;0;62;4;1;0;0;1;0;0;156;122;83;3;61;85;56;3;4;5;4;0;68;2;5;0;0;0;1;0;164;115;81;0;60;87;54;0;4;2;2;0;76;5;1;0;1;2;1;0;15;40;38;36;2716,84;3384,61;2594,99;1787,58;2774,47;2909,01;1989,47;4977,63;4235,45;3761,31;3042;;3308,31;4354,17;4014,3;;4,4;8,7;0;2;14,2;0;3,2;6,8;0;2,4;4,1;;5,3;11,5;11,5;3,8;7,3;8,5;4,1;4,3;5,3;5,6;1,9;2,5;16,7;35,3;39,4;13,9;42,9;28;24,4;47,5;51,2;30,5;47;49,4;354;310;281;355;366;73;86;94;90
3909;"Akademia Sztuk Pięknych im. Eugeniusza Gepperta we Wrocławiu";66,7;72,3;70,6;66,7;132;113;61;11;46;75;27;9;5;10;6;0;56;4;2;0;0;3;0;0;101;55;20;4;30;39;11;2;1;2;2;0;57;1;0;0;2;0;0;0;109;101;79;15;41;65;51;4;3;7;6;1;51;3;3;1;0;1;0;0;126;113;63;14;39;69;36;7;5;6;1;0;63;7;3;1;0;2;0;0;23;15;20;32;2495,34;3152,81;2407,24;3435,77;3161,97;3251,01;2326,74;;2877,05;3268,11;3310,48;3147,01;3927,32;4244,05;3339,53;3397,25;2,3;9,8;0;2;10,7;0;5,5;8,3;6,7;1,6;6,8;0;7,1;9,3;10,2;3,3;3,8;10;5,4;7,2;8;9,3;5;1,7;23,5;31;24,6;20,8;32,7;20;17,6;33,7;36,7;18,3;31,2;34,9;287;312;254;293;291;71;54;54;67
3910;"Akademia Sztuk Teatralnych im. Stanisława Wyspiańskiego w Krakowie";;;;;0;0;83;0;0;0;60;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;74;0;0;0;54;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;97;0;0;0;66;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;96;0;0;0;70;0;0;0;4;0;0;0;2;0;0;0;0;0;5;5;4;6;;;3217,52;;;;3074,49;;;;3467,09;;;;3867,49;;;4,8;;;1,4;;;2,1;;;5,2;;;;2,5;;;2,9;;;4,3;;;4,4;;;15,7;;;18,9;;;18,6;;;16,7;90;80;79;100;93;14;12;13;20
3911;"Państwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralna im. Leona Schillera w Łodzi";69;71,1;60;46,3;29;42;78;18;14;31;36;18;1;0;4;0;13;2;1;0;1;0;0;0;38;55;65;7;10;42;30;6;0;1;9;0;17;4;4;0;0;0;0;1;40;53;59;8;17;38;36;6;0;1;3;0;18;5;1;0;0;0;0;0;41;49;75;18;19;34;35;16;1;2;3;0;13;4;3;0;0;0;0;0;23;28;25;29;2832,91;4625,16;2475;6637,83;1400;3500;3868,68;3685,54;1682,72;4873,29;1751,99;5830,22;4705,92;5488,93;2673,98;5324,88;6,9;2,5;5,6;0;8,3;0;0;2,7;0;0;2,4;0;0;0;4;0;2,1;14,3;0;2,1;5,5;4,2;4,7;4,2;20,7;12,2;9,1;7,9;18,2;12,3;7,5;11,3;18,6;9,8;10,2;2,7;166;168;150;196;168;54;70;63;72
3912;"Akademia Teatralna im. Aleksandra Zelwerowicza w Warszawie";64,3;100;76,5;60,9;14;11;49;0;6;8;32;0;0;0;0;0;6;0;3;0;0;0;0;0;7;13;32;0;1;7;22;0;0;1;0;0;6;2;2;0;0;0;0;0;17;14;55;0;5;14;38;0;0;0;0;0;12;0;5;0;0;0;1;0;23;7;43;0;12;5;30;0;0;0;0;0;8;1;1;0;0;0;0;0;2;2;4;6;1752,11;3531,53;3915,95;;;4108,32;2609,81;;3753,8;4751;4620,33;;4054,29;4334,42;5346,98;;0;1,7;;0;2,2;;0;0;;0;0;;0;0;0;;9,1;0;0;0;0;0;0;0;35,7;54,5;30,6;14,3;38,5;21,9;11,8;71,4;29,6;47,8;57,1;23,3;79;63;58;81;76;8;7;13;13
3913;"Uniwersytet Morski w Gdyni";44,7;46,9;51,1;51,3;620;345;0;12;314;275;0;12;29;14;0;0;148;10;0;0;3;9;0;0;593;232;0;1;280;198;0;1;24;10;0;0;179;0;0;0;3;4;0;0;677;273;0;0;361;234;0;0;25;6;0;0;166;5;0;0;3;2;0;0;565;271;0;0;299;211;0;0;11;5;0;0;156;5;0;0;3;3;0;0;53;37;46;30;3685,84;3710,69;;7260,93;3821,67;4349,88;;;3968,93;4688,73;;;5074,44;5060,88;;;4,8;6,1;0;3,4;4,3;;3,8;2,6;;2,3;3,3;;7,2;4,3;;6,9;4,6;;5,9;2,3;;3,2;1,9;;36,4;59,4;;38,1;61,6;;43,6;61,5;;42,1;63,8;;1080;957;819;893;829;134;110;114;117
3914;"Akademia Morska w Szczecinie";37,5;41,7;32,5;31;517;114;0;4;239;84;0;2;30;3;0;0;95;1;0;0;1;1;0;0;384;69;0;0;147;56;0;0;22;3;0;0;97;0;0;0;0;0;0;0;446;104;0;0;197;76;0;0;16;6;0;0;76;2;0;0;1;2;0;0;361;89;0;1;137;60;0;1;16;2;0;0;63;3;0;0;1;0;0;0;26;13;21;21;3013,66;3593,28;;;3174,55;4118,7;;;3933,97;4136,35;;;4781,38;5652,06;;;3,7;7;0;4,9;7,2;;3,6;7,7;;4,2;1,1;;7,6;2,7;;8,1;4,6;;5,1;6;;5,9;2,4;;34,6;64,6;;28,5;59,4;;37,5;64,4;;30,7;56,2;;583;599;452;558;460;45;46;50;65
3915;"Państwowa Szkoła Wyższa im. Papieża Jana Pawła II w Białej Podlaskiej";64,4;59,6;52,1;54,1;390;258;0;0;150;184;0;0;26;17;0;0;153;4;0;0;7;2;0;0;366;213;0;0;171;157;0;0;7;12;0;0;124;3;0;0;6;9;0;0;407;152;17;0;179;110;15;0;11;6;1;0;125;4;0;0;3;2;0;0;338;105;37;0;140;80;26;0;13;2;0;0;100;2;1;0;5;2;1;0;28;24;33;10;3036,04;3768,1;;;3157,48;4735,42;;;3423;3742,03;3287,08;;4216,8;5886,27;4267,26;;6,7;11,6;;4,1;10,3;;4,9;5,3;;5;5,6;;14,1;6,7;;4,3;5,8;;4,8;4,2;5,9;6,5;1,9;0;31,1;56,4;;34,7;61;;31,4;62,5;82,4;34;65,7;43,2;720;645;593;542;482;65;68;72;57
3916;"Państwowa Wyższa Szkoła Zawodowa w Chełmie";52;45,7;54,1;57;248;43;0;0;134;30;0;0;16;5;0;0;63;3;0;0;5;0;0;0;245;54;0;0;157;37;0;0;14;4;0;0;43;3;0;0;0;0;0;0;259;58;0;0;174;41;0;0;8;7;0;0;42;2;0;0;4;3;0;0;337;132;0;0;232;115;0;0;9;6;0;0;57;0;0;0;4;1;0;0;16;16;25;42;3386,24;2676,74;;;4102,83;3442,38;;;3792,58;3547,95;;;4569,43;6341,49;;;5,6;11,6;;12,2;9,3;;5,4;12,1;;4,2;3,8;;12;8,8;;8,5;10;;5,8;10,6;;5,7;3,3;;41,1;69,8;;50,4;59,3;;54,8;69;;51,9;86,4;;329;335;284;356;477;41;38;49;88
3917;"Państwowa Uczelnia Zawodowa im. Ignacego Mościckiego w Ciechanowie";54,9;50,5;53;55;448;0;0;0;316;0;0;0;21;0;0;0;64;0;0;0;5;0;0;0;370;0;0;0;267;0;0;0;16;0;0;0;43;0;0;0;3;0;0;0;336;142;0;0;236;130;0;0;14;3;0;0;56;1;0;0;4;3;0;0;271;139;0;0;194;128;0;0;7;2;0;0;35;0;0;0;8;5;0;0;15;23;20;10;3175,37;;;;3630,8;;;;3930,72;6008,1;;;4723,63;5758,52;;;7,4;;;6,2;;;5,7;2,8;;4,1;2,2;;6,1;;;6;;;8,1;2,2;;4,1;1,5;;63,5;;;66,2;;;65,4;85,8;;65,3;84,2;;411;446;370;479;409;42;46;51;38
