"U_UCZELNIA_ID";"U_NAZWA_UCZELNI";"U_QS_CONTINUATION_RATE_1819";"U_QS_CONTINUATION_RATE_1920";"U_QS_CONTINUATION_RATE_2021";"U_QS_CONTINUATION_RATE_2122";"U_QS_N_ABS_1ST_1819";"U_QS_N_ABS_2ST_1819";"U_QS_N_ABS_JMGR_1819";"U_QS_N_ABS_DR_1819";"U_QS_N_PRACA_1ST_1819";"U_QS_N_PRACA_2ST_1819";"U_QS_N_PRACA_JMGR_1819";"U_QS_N_PRACA_DR_1819";"U_QS_N_BEZR_1ST_1819";"U_QS_N_BEZR_2ST_1819";"U_QS_N_BEZR_JMGR_1819";"U_QS_N_BEZR_DR_1819";"U_QS_N_STUD_1ST_1819";"U_QS_N_STUD_2ST_1819";"U_QS_N_STUD_JMGR_1819";"U_QS_N_STUD_DR_1819";"U_QS_N_UNABLE_1ST_1819";"U_QS_N_UNABLE_2ST_1819";"U_QS_N_UNABLE_JMGR_1819";"U_QS_N_UNABLE_DR_1819";"U_QS_N_ABS_1ST_1920";"U_QS_N_ABS_2ST_1920";"U_QS_N_ABS_JMGR_1920";"U_QS_N_ABS_DR_1920";"U_QS_N_PRACA_1ST_1920";"U_QS_N_PRACA_2ST_1920";"U_QS_N_PRACA_JMGR_1920";"U_QS_N_PRACA_DR_1920";"U_QS_N_BEZR_1ST_1920";"U_QS_N_BEZR_2ST_1920";"U_QS_N_BEZR_JMGR_1920";"U_QS_N_BEZR_DR_1920";"U_QS_N_STUD_1ST_1920";"U_QS_N_STUD_2ST_1920";"U_QS_N_STUD_JMGR_1920";"U_QS_N_STUD_DR_1920";"U_QS_N_UNABLE_1ST_1920";"U_QS_N_UNABLE_2ST_1920";"U_QS_N_UNABLE_JMGR_1920";"U_QS_N_UNABLE_DR_1920";"U_QS_N_ABS_1ST_2021";"U_QS_N_ABS_2ST_2021";"U_QS_N_ABS_JMGR_2021";"U_QS_N_ABS_DR_2021";"U_QS_N_PRACA_1ST_2021";"U_QS_N_PRACA_2ST_2021";"U_QS_N_PRACA_JMGR_2021";"U_QS_N_PRACA_DR_2021";"U_QS_N_BEZR_1ST_2021";"U_QS_N_BEZR_2ST_2021";"U_QS_N_BEZR_JMGR_2021";"U_QS_N_BEZR_DR_2021";"U_QS_N_STUD_1ST_2021";"U_QS_N_STUD_2ST_2021";"U_QS_N_STUD_JMGR_2021";"U_QS_N_STUD_DR_2021";"U_QS_N_UNABLE_1ST_2021";"U_QS_N_UNABLE_2ST_2021";"U_QS_N_UNABLE_JMGR_2021";"U_QS_N_UNABLE_DR_2021";"U_QS_N_ABS_1ST_2122";"U_QS_N_ABS_2ST_2122";"U_QS_N_ABS_JMGR_2122";"U_QS_N_ABS_DR_2122";"U_QS_N_PRACA_1ST_2122";"U_QS_N_PRACA_2ST_2122";"U_QS_N_PRACA_JMGR_2122";"U_QS_N_PRACA_DR_2122";"U_QS_N_BEZR_1ST_2122";"U_QS_N_BEZR_2ST_2122";"U_QS_N_BEZR_JMGR_2122";"U_QS_N_BEZR_DR_2122";"U_QS_N_STUD_1ST_2122";"U_QS_N_STUD_2ST_2122";"U_QS_N_STUD_JMGR_2122";"U_QS_N_STUD_DR_2122";"U_QS_N_UNABLE_1ST_2122";"U_QS_N_UNABLE_2ST_2122";"U_QS_N_UNABLE_JMGR_2122";"U_QS_N_UNABLE_DR_2122";"U_QS_STUDENT_ENTREPRENEURSHIPS_1819";"U_QS_STUDENT_ENTREPRENEURSHIPS_1920";"U_QS_STUDENT_ENTREPRENEURSHIPS_2021";"U_QS_STUDENT_ENTREPRENEURSHIPS_2122";"U_QS_ME_SALARY_1ST_1819";"U_QS_ME_SALARY_2ST_1819";"U_QS_ME_SALARY_JMGR_1819";"U_QS_ME_SALARY_DR_1819";"U_QS_ME_SALARY_1ST_1920";"U_QS_ME_SALARY_2ST_1920";"U_QS_ME_SALARY_JMGR_1920";"U_QS_ME_SALARY_DR_1920";"U_QS_ME_SALARY_1ST_2021";"U_QS_ME_SALARY_2ST_2021";"U_QS_ME_SALARY_JMGR_2021";"U_QS_ME_SALARY_DR_2021";"U_QS_ME_SALARY_1ST_2122";"U_QS_ME_SALARY_2ST_2122";"U_QS_ME_SALARY_JMGR_2122";"U_QS_ME_SALARY_DR_2122";"U_GRUP_UNEMPLOYMENT_1ST_1819";"U_GRUP_UNEMPLOYMENT_MGR_1819";"U_GRUP_UNEMPLOYMENT_DR_1819";"U_GRUP_UNEMPLOYMENT_1ST_1920";"U_GRUP_UNEMPLOYMENT_MGR_1920";"U_GRUP_UNEMPLOYMENT_DR_1920";"U_GRUP_UNEMPLOYMENT_1ST_2021";"U_GRUP_UNEMPLOYMENT_MGR_2021";"U_GRUP_UNEMPLOYMENT_DR_2021";"U_GRUP_UNEMPLOYMENT_1ST_2122";"U_GRUP_UNEMPLOYMENT_MGR_2122";"U_GRUP_UNEMPLOYMENT_DR_2122";"U_UMULTI_UNEMPLOYMENT_1ST_1819";"U_UMULTI_UNEMPLOYMENT_2ST_1819";"U_UMULTI_UNEMPLOYMENT_JMGR_1819";"U_UMULTI_UNEMPLOYMENT_1ST_1920";"U_UMULTI_UNEMPLOYMENT_2ST_1920";"U_UMULTI_UNEMPLOYMENT_JMGR_1920";"U_UMULTI_UNEMPLOYMENT_1ST_2021";"U_UMULTI_UNEMPLOYMENT_2ST_2021";"U_UMULTI_UNEMPLOYMENT_JMGR_2021";"U_UMULTI_UNEMPLOYMENT_1ST_2122";"U_UMULTI_UNEMPLOYMENT_2ST_2122";"U_UMULTI_UNEMPLOYMENT_JMGR_2122";"U_UMULTI_REGION_1ST_1819";"U_UMULTI_REGION_2ST_1819";"U_UMULTI_REGION_JMGR_1819";"U_UMULTI_REGION_1ST_1920";"U_UMULTI_REGION_2ST_1920";"U_UMULTI_REGION_JMGR_1920";"U_UMULTI_REGION_1ST_2021";"U_UMULTI_REGION_2ST_2021";"U_UMULTI_REGION_JMGR_2021";"U_UMULTI_REGION_1ST_2122";"U_UMULTI_REGION_2ST_2122";"U_UMULTI_REGION_JMGR_2122";"U_UMULTI_N_18";"U_UMULTI_N_19";"U_UMULTI_N_20";"U_UMULTI_N_21";"U_UMULTI_N_22";"U_UMULTI_NFIRM_20";"U_UMULTI_NFIRM_21";"U_UMULTI_NFIRM_22";"U_UMULTI_NFIRM_23"
3918;"Państwowa Wyższa Szkoła Zawodowa w Elblągu";55;55,1;57,6;44,3;260;16;0;0;181;14;0;0;11;2;0;0;47;0;0;0;3;0;0;0;234;20;0;0;145;17;0;0;10;0;0;0;59;0;0;0;1;1;0;0;191;73;0;0;119;62;0;0;5;3;0;0;52;1;0;0;2;1;0;0;158;83;0;0;116;68;0;0;5;8;0;0;21;0;0;0;2;3;0;0;10;13;9;3;3189,58;2970,84;;;3441,77;3460,88;;;3385,83;3976,56;;;4005;4683,77;;;3,8;18,8;;6;0;;7,9;5,6;;2,5;4,8;;4,9;12,5;;8,3;0;;5,3;4,3;;2,9;9;;51,9;87,5;;43,2;55;;39,8;75;;44,9;60,2;;383;264;255;276;286;31;32;29;29
3919;"Akademia im. Jakuba z Paradyża";41,3;55,2;51,8;53,9;300;228;0;0;194;195;0;0;12;5;0;0;49;3;0;0;4;5;0;0;339;181;0;0;263;157;0;0;8;5;0;0;36;2;0;0;8;2;0;0;309;159;0;0;224;135;0;0;0;6;0;0;50;0;0;0;4;2;0;0;297;197;0;0;199;174;0;0;8;3;0;0;58;2;0;0;5;1;0;0;15;23;17;20;3448,97;3704,85;;;3760,97;4053,47;;;4269,6;4313,67;;;4436,74;5174,45;;;2;2,6;;2,7;7,7;;1,9;3,1;;1,7;2;;5,3;2,3;;4;2,9;;0;3,9;;4,7;1,6;;53,5;75,4;;60,9;73,5;;62,5;71,7;;56,3;69,9;;410;531;568;427;494;33;47;48;43
3920;"Państwowa Wyższa Szkoła Techniczno-Ekonomiczna im. ks. Bronisława Markiewicza w Jarosławiu";62,6;71;72,4;66;594;280;0;0;365;210;0;0;30;25;0;0;128;1;0;0;7;4;0;0;487;210;0;0;270;168;0;0;26;15;0;0;148;4;0;0;11;7;0;0;486;227;0;0;306;170;0;0;21;16;0;0;121;5;0;0;13;7;0;0;450;325;0;0;278;255;0;0;15;19;0;0;106;7;0;0;7;7;0;0;22;12;17;22;3441,62;3142,68;;;3582,73;3380,76;;;3981,24;3956,61;;;4554,3;4479,76;;;6,1;12,1;;4,7;10,5;;5,8;10,1;;6,9;8,6;;8,5;9,2;;12,9;7,3;;8,2;7,1;;7,7;5,8;;55,4;72,3;;51,4;74,5;;60,2;69,9;;60,2;73,8;;853;874;702;709;778;54;44;33;44
3921;"Karkonoska Państwowa Szkoła Wyższa w Jeleniej Górze";54;51,1;50;54,9;163;73;0;0;93;71;0;0;8;0;0;0;40;0;0;0;2;0;0;0;137;34;0;0;88;33;0;0;6;0;0;0;28;0;0;0;0;0;0;0;172;26;0;0;115;25;0;0;3;0;0;0;30;0;0;0;1;0;0;0;102;21;30;0;69;20;26;0;2;0;1;0;25;0;0;0;0;0;0;0;17;10;14;10;2773,52;6658,41;;;2910,91;6868,5;;;3215,05;7058,38;;;4326,9;8642,93;5015,85;;4,3;0;;3,6;0;;7;0;;2;2;;6,2;0;;6,7;0;;2,1;0;;2,1;0;3,4;54,6;97,2;;62,8;94,1;;65,5;96,2;;66,3;95,2;83,3;201;226;181;191;165;24;32;19;29
3922;"Państwowa Wyższa Szkoła Zawodowa im. Prezydenta Stanisława Wojciechowskiego w Kaliszu";53,6;49,1;52,1;49,2;655;275;0;0;469;228;0;0;28;10;0;0;105;1;0;0;5;14;0;0;452;180;0;0;314;160;0;0;13;5;0;0;88;0;0;0;5;7;0;0;585;258;0;0;449;240;0;0;10;6;0;0;89;1;0;0;3;3;0;0;524;206;24;0;428;186;18;0;17;4;0;0;49;0;1;0;4;3;0;0;51;35;56;57;3179,14;3899,34;;;3578,61;3830,24;;;4049,72;4522,35;;;4816,59;4985,72;4623,8;;5,3;3,3;;4,4;4,4;;3,2;3,1;;3,8;3,9;;6,6;3,7;;3,4;2,9;;2,6;2;;3,4;2;0;57,6;73,7;;60,6;77,8;;61,2;67,6;;62,6;70,4;66,7;921;914;625;846;804;112;109;118;139
3923;"Państwowa Wyższa Szkoła Zawodowa w Koninie";61,5;71,3;64,1;64,4;486;76;0;0;261;52;0;0;29;10;0;0;146;0;0;0;6;1;0;0;279;81;0;0;138;61;0;0;6;8;0;0;113;1;0;0;2;2;0;0;351;146;0;0;187;112;0;0;16;10;0;0;113;3;0;0;5;3;0;0;334;124;0;0;190;82;0;0;13;19;0;0;97;0;0;0;3;7;0;0;23;10;21;18;2545,44;2704,36;;;2665,04;3247,51;;;3271,73;3456,77;;;3686,58;3666,68;;;6,6;19,7;;6,1;21;;4,3;10,3;;3,3;16,1;;9,5;13,7;;4,2;10,1;;9,7;7,2;;8;15,8;;50,6;67,1;;48;74,1;;51,6;74;;55,4;63,7;;552;537;391;508;431;42;45;31;43
3924;"Karpacka Państwowa Uczelnia w Krośnie";53,2;53,5;57;56,1;496;0;0;0;311;0;0;0;28;0;0;0;114;0;0;0;0;0;0;0;490;92;0;0;283;69;0;0;40;14;0;0;107;0;0;0;6;0;0;0;491;124;0;0;284;114;0;0;20;7;0;0;121;1;0;0;4;0;0;0;487;95;0;0;305;82;0;0;15;7;0;0;116;0;0;0;3;0;0;0;34;20;35;21;3045,39;;;;3206,11;3745,37;;;3345,8;3936,24;;;4257,08;4149,04;;;7,1;;;6,1;12;;6,5;5,6;;4,3;5,3;;9,6;;;13;15,6;;6,9;5,9;;6;7,5;;57,9;;;52,1;71,4;;52,9;87,1;;56,4;84,2;;492;480;581;628;597;73;65;65;68
3925;"Państwowa Wyższa Szkoła Zawodowa im. Witelona w Legnicy";52;51,4;54,3;53,6;588;120;0;0;424;94;0;0;24;7;0;0;95;0;0;0;5;3;0;0;477;125;0;0;350;111;0;0;15;5;0;0;88;2;0;0;4;2;0;0;446;146;0;0;341;135;0;0;7;2;0;0;68;1;0;0;5;0;0;0;349;177;16;0;252;155;14;0;4;4;0;0;66;4;0;0;2;8;0;0;37;20;33;31;3457,49;4057,09;;;3930,3;4165,59;;;4221,48;5305,02;;;5133,56;5776,5;4470,15;;4,4;3,3;;4;6,4;;2,9;3,4;;2;3,6;;4,7;5,9;;4,4;4,2;;1,8;1,4;;1,7;2,4;0;69,2;76,7;;69,9;86,4;;73,7;89,7;;69,3;85,3;68,8;740;742;594;555;567;95;65;61;90
3926;"Państwowa Wyższa Szkoła Zawodowa im. Jana Amosa Komeńskiego w Lesznie";61,7;64,9;64,5;54,8;428;56;0;0;306;48;0;0;12;2;0;0;78;0;0;0;6;1;0;0;325;51;0;0;246;41;0;0;2;7;0;0;59;0;0;0;3;2;0;0;338;81;0;0;267;68;0;0;8;2;0;0;54;1;0;0;1;5;0;0;301;100;0;0;223;91;0;0;6;2;0;0;47;1;0;0;0;1;0;0;22;11;12;13;3137,09;3170,92;;;3317,93;3555;;;3716,16;3832,11;;;4377,04;4964,55;;;3,5;0;;2,5;7,8;;2,4;2,5;;2;2;;4;3,8;;0,7;14,3;;4;1,3;;2,8;2,1;;59,3;75;;65,8;64,7;;65,7;74,1;;64,5;81;;443;471;393;415;383;48;41;25;33
3927;"Państwowa Wyższa Szkoła Zawodowa w Nowym Sączu";69,5;68,1;68,8;67,5;715;290;0;0;391;228;0;0;48;26;0;0;230;1;0;0;7;8;0;0;615;230;0;0;391;185;0;0;36;19;0;0;158;1;0;0;4;7;0;0;674;240;0;0;404;203;0;0;29;15;0;0;198;2;0;0;6;8;0;0;634;228;40;0;344;199;34;0;31;10;0;0;217;2;0;0;4;3;0;0;39;44;54;43;2600;3052,95;;;2994,45;3297,36;;;3190,85;3712,8;;;3857,15;4427,34;4723,19;;6,2;9;;8,6;13;;6,2;7,5;;5,2;5,6;;10,9;8,9;;10,5;7,8;;7;6,6;;10,1;4,7;0;53,4;77,5;;62,9;80;;58,8;84,1;;53,2;86;85;1034;968;875;894;890;101;115;117;115
3928;"Państwowa Wyższa Szkoła Zawodowa w Nysie";42,6;45,1;42,1;49,1;476;40;0;0;304;39;0;0;25;0;0;0;105;1;0;0;4;1;0;0;381;83;0;0;263;73;0;0;12;4;0;0;52;0;0;0;6;2;0;0;368;73;0;0;248;59;0;0;8;5;0;0;63;0;0;0;2;5;0;0;377;125;0;0;260;113;0;0;10;3;0;0;62;1;0;0;4;1;0;0;36;28;33;25;3038,69;5782,78;;;3081,28;5084,03;;;3675;4624,74;;;4656,94;6844,94;;;5,5;0;;4,2;7,2;;3,8;9,6;;4;1,6;;8,2;0;;4,2;4,9;;3,2;6,9;;4,4;2,5;;41,3;82,5;;50,5;81,9;;46,3;65,8;;46,7;74,4;;484;528;485;436;504;87;89;72;64
3929;"Państwowa Wyższa Szkoła Zawodowa im. Stanisława Staszica w Pile";50,3;61,2;51,2;51,2;316;39;0;0;219;26;0;0;11;2;0;0;53;1;0;0;5;2;0;0;219;24;0;0;165;20;0;0;6;1;0;0;36;0;0;0;0;1;0;0;240;70;0;0;184;66;0;0;4;3;0;0;32;1;0;0;5;0;0;0;211;110;21;0;152;96;16;0;2;2;2;0;39;0;0;0;2;2;0;0;19;10;15;19;3043,11;3036,85;;;3394,61;3471,22;;;3860,1;6691,93;;;4427,3;5536;3624,63;;3,2;7,7;;3,7;4,2;;3,8;4,3;;3,8;1,5;;3,8;5,3;;1,9;4,3;;2,3;4,5;;1,8;1,9;9,5;60,3;53,8;;66,7;79,2;;65,8;74,3;;60,2;72,7;71,4;416;322;277;283;359;52;38;31;34
3930;"Mazowiecka Uczelnia Publiczna w Płocku";70;69,3;67,8;64,8;466;296;0;0;250;249;0;0;36;16;0;0;146;1;0;0;5;10;0;0;410;277;0;0;235;239;0;0;25;11;0;0;126;1;0;0;1;8;0;0;391;196;0;0;234;156;0;0;13;12;0;0;113;0;0;0;2;4;0;0;304;204;0;0;195;166;0;0;14;6;0;0;66;4;0;0;1;4;0;0;17;23;16;7;2699,56;3452,82;;;3298,9;4181,39;;;3517,09;4117,55;;;4216,65;4671,68;;;8,4;7,4;;7,1;8,7;;4,9;6,6;;6,9;4,9;;16,1;5,5;;11,3;4;;7,4;6,2;;11,4;3;;49,6;76,4;;51,2;81,5;;55,5;74,4;;58,6;77,9;;670;779;637;593;496;41;54;51;27
3931;"Państwowa Wyższa Szkoła Wschodnioeuropejska w Przemyślu";43;46,6;46,8;60,4;158;0;0;0;65;0;0;0;10;0;0;0;35;0;0;0;0;0;0;0;148;0;0;0;44;0;0;0;8;0;0;0;42;0;0;0;1;0;0;0;154;32;0;0;47;27;0;0;3;1;0;0;39;0;0;0;2;0;0;0;169;36;0;0;86;21;0;0;6;1;0;0;33;0;0;0;2;1;0;0;3;4;3;6;2906,95;;;;3679,58;;;;3718,18;4646,18;;;4640,98;5284,8;;;6,3;;;6,1;;;7,1;15,6;;5,3;2,8;;7,5;;;8,9;;;3,2;3,2;;6,7;2,8;;41,1;;;27,7;;;29,2;78,1;;46,7;58,3;;224;136;154;185;204;7;6;9;14
3932;"Uczelnia Państwowa im. Jana Grodka w Sanoku";53,5;52,1;57,2;53;213;165;0;0;156;142;0;0;15;6;0;0;28;2;0;0;1;6;0;0;211;151;0;0;150;139;0;0;3;2;0;0;45;1;0;0;2;4;0;0;173;209;40;0;124;188;35;0;3;6;0;0;35;0;1;0;5;4;1;0;234;264;35;0;192;245;28;0;3;3;1;0;27;1;0;0;1;7;2;0;22;13;16;25;3340,43;4337,22;;;3311,86;4810,97;;;4423,51;5570,19;3800,7;;6152;6710,07;4523,97;;5,2;4,8;;3,3;2,6;;2,3;2,4;;2,1;2,3;;10,2;3,7;;2,7;1,4;;4,3;2,9;0;2,3;1,2;2,9;71,4;86;;68,3;91,4;;69,8;89;87,5;80,3;92,4;80;368;369;372;397;525;42;44;32;39
3934;"Państwowa Uczelnia Zawodowa im. prof. Stanisława Tarnowskiego w Tarnobrzegu";71,8;76,9;72,3;62,5;174;92;0;0;112;89;0;0;14;0;0;0;33;0;0;0;3;1;0;0;130;119;0;0;71;105;0;0;4;5;0;0;44;0;0;0;3;1;0;0;119;124;0;0;62;116;0;0;4;2;0;0;46;0;0;0;2;2;0;0;184;170;0;0;139;152;0;0;2;5;0;0;40;3;0;0;2;4;0;0;7;6;9;10;3157,11;5908,98;;;3363,74;5924,87;;;3896,36;5834,62;;;6288,34;6929,53;;;5,7;0;;3,8;2,5;;2,5;5,6;;1,1;4,7;;15,9;0;;5,3;4,5;;9,7;1,7;;1,5;3,1;;35,6;65,5;;32,3;59,3;;33,1;60,2;;58,3;49,7;;214;269;259;223;348;20;18;15;18
3935;"Państwowa Wyższa Szkoła Zawodowa w Tarnowie";70,3;68,7;64,9;56,8;805;322;0;0;447;286;0;0;47;11;0;0;244;2;0;0;7;7;0;0;725;301;0;0;400;265;0;0;28;5;0;0;238;3;0;0;3;14;0;0;790;322;0;0;481;294;0;0;28;6;0;0;234;1;0;0;7;5;0;0;717;470;50;0;433;416;41;0;29;14;2;0;182;4;0;0;3;4;0;0;29;33;46;39;2739,02;4681,25;;;3168,81;4639,35;;;3325;4834,72;;;4465,09;4976,19;3590,32;;6,1;3,7;;6,2;4,7;;5,6;5;;5,6;5,4;;10,8;3,5;;7,5;1,7;;7,2;1,9;;6;3,1;4;44,8;72,1;;45,8;72,5;;49,5;65,1;;47,1;71,4;68;1073;1128;1060;1096;1237;76;84;91;98
3936;"Państwowa Wyższa Szkoła Zawodowa im. Angelusa Silesiusa w Wałbrzychu";45,4;44;47,7;34,2;249;70;0;0;165;62;0;0;10;1;0;0;46;0;0;0;2;1;0;0;250;62;0;0;178;54;0;0;7;2;0;0;34;3;0;0;6;0;0;0;243;38;0;0;182;34;0;0;7;0;0;0;33;1;0;0;1;0;0;0;225;39;0;0;169;35;0;0;8;3;0;0;20;0;0;0;0;0;0;0;17;9;12;9;2757,6;3428,18;;;3051,83;3860,86;;;3489,16;3621,94;;;4064,6;4575,2;;;4;1,4;;6;3,2;;4,1;7,9;;5,8;5,1;;6,5;1,5;;2,7;1,8;;4,2;0;;4,1;8,1;;63,7;87,1;;68,4;83,9;;71,5;89,5;;72,9;89,5;;294;319;312;281;264;39;29;38;31
3937;"Podhalańska Państwowa Uczelnia Zawodowa w Nowym Targu";71,5;72,1;68,4;63,8;323;309;0;0;142;227;0;0;21;20;0;0;132;8;0;0;6;9;0;0;323;170;0;0;170;142;0;0;11;14;0;0;107;1;0;0;10;1;0;0;402;156;0;0;218;138;0;0;11;4;0;0;137;2;0;0;3;2;0;0;401;184;65;0;236;154;53;0;6;2;2;0;120;0;1;0;2;7;1;0;40;38;47;52;2660,93;2600,35;;;2950,79;2866,32;;;3139,39;3559,45;;;3945,24;4105,72;4162,24;;6,2;9,1;;6,2;15,3;;4,2;6,4;;5,5;8,8;;13,4;6,8;;6,2;8,8;;6,6;2,6;;3,1;1,1;3,2;42,4;70,4;;51,2;79,2;;52,8;84;;56;82;76,9;597;603;507;566;643;98;96;101;118
3938;"Państwowa Wyższa Szkoła Zawodowa w Raciborzu";45,9;48,9;49,5;51,1;338;0;0;0;218;0;0;0;14;0;0;0;68;0;0;0;4;0;0;0;307;0;0;0;208;0;0;0;12;0;0;0;59;0;0;0;0;0;0;0;323;0;0;0;226;0;0;0;12;0;0;0;54;0;0;0;1;0;0;0;307;0;0;0;218;0;0;0;13;0;0;0;51;0;0;0;2;0;0;0;6;6;8;5;3222,69;;;;3501,03;;;;3748,72;;;;3919,83;;;;2,7;;;3,9;;;4,6;;;4,6;;;3,6;;;5,1;;;3,9;;;7,4;;;54;;;56,1;;;62,4;;;61,6;;;318;356;320;303;293;16;14;19;22
3939;"Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego";79;68,8;72;72,9;1082;612;0;33;580;525;0;30;16;20;0;0;450;25;0;0;12;4;0;1;1115;608;0;24;656;528;0;24;17;19;0;0;397;27;0;0;7;4;0;0;919;526;0;23;572;480;0;23;9;9;0;0;307;10;0;0;3;4;0;0;757;424;0;14;409;373;0;12;4;6;0;0;318;15;0;0;4;4;0;0;110;111;114;78;4068,48;4639,09;;7446,5;4397,73;4628,93;;6563,42;4834,81;5009,09;;7879,01;5570,86;5884,31;;12218,39;1,5;3,6;0;2,1;5,8;0;1,7;3,6;0;0,7;3,3;0;4,5;3,6;;3,8;3,3;;1,9;1,8;;1,2;1,6;;24,5;35,3;;29,1;34,6;;31,2;43,2;;27,4;46,6;;1835;1694;1726;1433;1215;299;314;345;273
3940;"Państwowa Uczelnia Zawodowa we Włocławku";51,4;51;62,4;55,8;220;0;0;0;164;0;0;0;11;0;0;0;28;0;0;0;2;0;0;0;261;78;0;0;196;75;0;0;14;0;0;0;32;0;0;0;4;3;0;0;234;40;0;0;180;38;0;0;5;1;0;0;36;0;0;0;5;0;0;0;206;18;0;0;152;16;0;0;6;0;0;0;35;0;0;0;3;1;0;0;13;18;12;9;3329,57;;;;3373,31;6472,48;;;3854,51;6992,12;;;4705,98;6874,98;;;5;;;5,4;0;;3,4;0;;4,4;0;;6,5;;;8;0;;3,2;2,5;;4,3;0;;70,5;;;69,5;94,9;;71,4;90;;69,9;77,8;;209;246;315;291;197;32;33;33;28
3941;"Państwowa Medyczna Wyższa Szkoła Zawodowa w Opolu";67,9;73,6;;;280;208;0;0;162;186;0;0;9;8;0;0;86;1;0;0;3;4;0;0;129;76;0;0;48;62;0;0;1;5;0;0;73;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;8;0;0;2998,97;4560,64;;;2098,24;2690,22;;;;;;;;;;;2,9;1,9;;0,8;11,8;;;;;;;;8,4;3,9;;3,2;6,9;;;;;;;;39,6;64,1;;18,6;59,2;;;;;;;;384;486;204;0;0;44;59;25;0
3942;"Akademia Sztuk Pięknych w Katowicach";39,1;64,4;60,5;42,9;46;29;27;7;18;23;15;5;6;3;1;1;15;1;4;0;1;0;0;0;45;24;9;6;20;21;6;4;1;1;2;1;22;1;0;0;0;0;0;0;38;27;45;3;14;21;26;2;1;2;7;0;16;0;0;0;0;0;0;0;42;27;36;4;21;23;23;3;2;0;4;0;12;1;2;0;0;0;0;0;13;6;14;10;1497,85;3665,78;2523,77;4324,78;2601,51;3353,9;2447,27;;2881,17;3640,5;2849,98;;4499;3230,01;3240,72;3107,6;8,7;7,1;0;2,2;27,3;16,7;2,6;15,3;0;7,1;12,7;0;24;10,7;4,3;6,2;4,3;22,2;5;8;15,9;7,1;0;12,5;28,3;75,9;55,6;40;54,2;55,6;31,6;55,6;57,8;45,2;63;52,8;137;106;91;101;123;33;24;23;27
3943;"Państwowa Wyższa Szkoła Zawodowa w Głogowie";56;65,1;59,2;52,2;168;76;0;0;120;63;0;0;9;3;0;0;25;0;0;0;4;1;0;0;169;57;0;0;123;41;0;0;11;3;0;0;27;0;0;0;2;3;0;0;125;69;0;0;98;53;0;0;3;4;0;0;18;2;0;0;2;1;0;0;115;64;0;0;90;55;0;0;4;2;0;0;15;0;0;0;0;0;0;0;9;4;8;6;3004,77;3339,41;;;3856,38;3764,68;;;4105,33;3708,49;;;5888,96;4489,44;;;4,8;2,6;;5,3;7;;4;7,2;;3,5;4,7;;5,7;4,1;;9,2;5,3;;3,4;6;;6,5;3,2;;58,3;73,7;;57,7;66,7;;60,8;69,6;;64,9;82,8;;195;244;226;194;179;17;18;16;16
3944;"Państwowa Wyższa Szkoła Informatyki i Przedsiębiorczości w Łomży";54,1;56,5;60,2;52,6;390;158;0;0;231;128;0;0;31;10;0;0;81;1;0;0;4;3;0;0;356;150;0;0;222;136;0;0;25;3;0;0;65;0;0;0;6;5;0;0;352;125;0;0;221;111;0;0;8;3;0;0;96;0;0;0;4;2;0;0;365;183;33;0;207;158;28;0;20;4;1;0;82;3;0;0;3;4;0;0;14;20;23;19;2789,28;3456,88;;;3278,3;3890,76;;;3682,78;4610,38;;;4354,81;5271,77;3679,28;;9,5;11,4;;8,7;5,3;;4,8;4;;7,9;8,3;;12,2;6,4;;10;2;;2,7;2,5;;10,1;2,2;3,1;42,1;53,8;;43,5;68;;42,3;61,6;;37,4;55,2;66,7;510;512;508;479;602;43;46;48;52
3945;"Państwowa Wyższa Szkoła Zawodowa im. Hipolita Cegielskiego w Gnieźnie";63,8;58,8;48,9;47,7;130;0;0;0;93;0;0;0;3;0;0;0;24;0;0;0;2;0;0;0;97;0;0;0;84;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;92;0;0;0;70;0;0;0;4;0;0;0;10;0;0;0;0;0;0;0;86;0;0;0;72;0;0;0;1;0;0;0;9;0;0;0;1;0;0;0;3;5;6;3;3774,85;;;;4118,12;;;;4886,43;;;;5322,73;;;;3,1;;;0;;;2,2;;;1,2;;;5,3;;;0;;;9,1;;;2,1;;;63,1;;;75;;;59,8;;;72,1;;;172;135;93;93;82;14;17;10;14
3946;"Państwowa Wyższa Szkoła Zawodowa w Wałczu";52,1;74,1;62,7;44,4;73;0;0;0;62;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;58;0;0;0;45;0;0;0;1;0;0;0;7;0;0;0;2;0;0;0;102;41;0;0;80;39;0;0;0;1;0;0;15;0;0;0;3;0;0;0;90;46;0;0;63;42;0;0;2;1;0;0;11;0;0;0;3;0;0;0;3;0;3;4;3400;;;;4230,68;;;;4037,21;5371,17;;;4631,17;5154,73;;;4,1;;;6,9;;;0;2,4;;4,4;6,5;;0;;;4,5;;;0;2,9;;3,3;2,3;;44,4;;;40,4;;;50;80,5;;55,1;54,3;;80;73;81;157;114;2;4;5;13
